CodSite;lat;long;specie;NumIndiv;habitat
Site14;-21.976389;-43.878889;Miconia urophylla DC.;16;Montane Cloud Atlantic Forest
Site7;-7.633333;-35.5;Micropholis compta Pierre in Urb.;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Micropholis crassipedicellata (Mart. & Eichler) Pierre;1;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Micropholis gardneriana (A.DC.) Pierre;15;Submontane Seasonal Atlantic Forest
Site6;-19.616667;-43.4;Micropholis gardneriana (A.DC.) Pierre;7;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Micropholis gardneriana (A.DC.) Pierre;3;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Micropholis gardneriana (A.DC.) Pierre;3;Lowlands Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Micropholis venulosa (Mart. & Eichler) Pierre   ;8;Submontane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Mimosa bimucronata (DC.) Kuntze;2;0
Site8;-22.710833;-45.931667;Mimosa scabrella Benth.;0;High-montane Dense Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Mollinedia glabra (Spreng.) Perkins     ;3;Submontane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Mollinedia puberula Perkins;10;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Mollinedia puberula Perkins;2;Submontane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Mollinedia schottiana (Spreng.) Perk;1;0
Site4;-28.733333;-49.75;Mollinedia schottiana (Spreng.) Perk;37;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Mollinedia triflora (Spreng.) Tul.;10;Montane Cloud Atlantic Forest
Site13;-21.999167;-43.890833;Mollinedia widgrenii A.DC.;8;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Monstera adansonii Schott;0;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Moquiniastrum polymorphum (Less.) G. Sancho;6;Submontane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Moquiniastrum polymorphum (Less.) G. Sancho;8;Mixed Ombrophilous Atlantic Forest
Site2;-22.528333;-50.715556;Mouriri arborea Gardner;3;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Mouriri arborea Gardner;2;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Mouriri glazioviana Cogn.;1;Montane Seasonal Atlantic Forest 
Site2;-22.528333;-50.715556;Muellera filipes (Benth.) M.J. Silva & A.M.G. Azevedo;21;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Myrceugenia alpigena (DC.) Landrum;0;High-montane Dense Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Myrceugenia brevipedicellata (Burret) D. Legrand & Kausel;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Myrceugenia euosma (O.Berg) D.Legrand;1;Mixed Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Myrceugenia glaucescens (Cambess.) D. Legrand & Kausel;0;High-montane Dense Ombrophilous Atlantic Forest
Site8;-22.710833;-45.931667;Myrceugenia myrcioides (Cambess.) O. Berg;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Myrceugenia myrcioides (Cambess.) O. Berg;1;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Myrceugenia oxysepala (Burret) D.Legrand & Kausel;3;Mixed Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Myrcia acuminantissima O. Berg     ;27;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Myrcia amazonica DC.;2;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Myrcia amazonica DC.;111;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Myrcia bergiana O. Berg     ;6;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrcia brasiliensis Kiaersk.;4;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Myrcia fallax (Rich.) DC.;1;Lowlands Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Myrcia fallax (Rich.) DC.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Myrcia fallax (Rich.) DC.;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Myrcia fenzliana O.Berg;14;Montane Cloud Atlantic Forest
Site4;-28.733333;-49.75;Myrcia glabra (O.Berg) D.Legrand;2;Montane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Myrcia guianensis (Aubl.) DC.;9;0
Site13;-21.999167;-43.890833;Myrcia guianensis (Aubl.) DC.;3;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Myrcia guianensis (Aubl.) DC.;10;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Myrcia guianensis (Aubl.) DC.;33;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Myrcia hatschbachii D.Legrand;5;Mixed Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Myrcia hebepetala DC.;1;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Myrcia laruotteana Cambess.;5;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Myrcia oblongata DC.;78;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Myrcia palustris DC.;11;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Myrcia pubipetala Miq.;4;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Myrcia pubipetala Miq.;3;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Myrcia splendens (Sw.) DC.;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Myrcia splendens (Sw.) DC.;2;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Myrcia splendens (Sw.) DC.;8;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Myrcia splendens (Sw.) DC.;4;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrcia splendens (Sw.) DC.;12;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Myrcia splendens (Sw.) DC.;2;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Myrcia splendens (Sw.) DC.;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Myrcia splendens (Sw.) DC.;7;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Myrcia splendens (Sw.) DC.;30;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Myrcia splendens (Sw.) DC.;159;Mixed Ombrophilous Atlantic Forest
Site16;-8.016667;-35.174167;Myrcia splendens (Sw.) DC.;38;Lowlands Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Myrcia strigipes Mart.;5;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Myrcia sylvatica (G. Mey.) DC.;3;Lowlands Seasonal Atlantic Forest 
Site2;-22.528333;-50.715556;Myrcia tenuivenosa Kiaersk.;1;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrcia tijucensis Kiaersk.;14;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Myrcia venulosa DC.;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Myrciaria delicatula (DC.) O.Berg;2;Mixed Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Myrciaria floribunda (H.West ex Willd.) O.Berg;68;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrciaria floribunda (H.West ex Willd.) O.Berg;2;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Myrciaria floribunda (H.West ex Willd.) O.Berg;0;High-montane Dense Ombrophilous Atlantic Forest
Site6;-19.616667;-43.4;Myrciaria glanduliflora (Kiaersk.) Mattos & D.Legrand;2;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Myrciaria pilosa Sobral & Couto;1;Montane Seasonal Atlantic Forest 
Site4;-28.733333;-49.75;Myrciaria plinioides D.Legrand;4;Montane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Myrciaria tenella (DC.) O.Berg;519;0
Site4;-28.733333;-49.75;Myrocarpus frondosus AllemÃ£o;4;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Myrocarpus frondosus AllemÃ£o;3;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Myroxylon peruiferum L.f.;40;Submontane Seasonal Atlantic Forest
Site15;-27.816111;-50.324167;Myrrhinium atropurpureum Schott;17;Mixed Ombrophilous Atlantic Forest
Site3;-22.7222082;-42.628058;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.;5;Mixed Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Myrsine coriacea (Sw.) Roem. & Schult.;1;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Myrsine coriacea (Sw.) Roem. & Schult.;1;Montane Cloud Atlantic Forest
Site15;-27.816111;-50.324167;Myrsine gardneriana A.DC.;2;Mixed Ombrophilous Atlantic Forest
Site7;-7.633333;-35.5;Myrsine guianensis (Aubl.) Kuntze;6;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Myrsine guianensis (Aubl.) Kuntze;12;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.;10;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrsine parvula (Mez) Otegui;2;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Myrsine umbellata Mart.;18;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Myrsine umbellata Mart.;0;High-montane Dense Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Myrsine umbellata Mart.;7;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Myrsine umbellata Mart.;58;Mixed Ombrophilous Atlantic Forest
Site9;-25.444167;-48.931667;Napeanthus reitzii (L.B. Sm.) Burtt ex;0;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Naucleopsis oblongifolia (Kuhlm.) Carauta;6;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Nectandra cuspidata Nees;21;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Nectandra cuspidata Nees;16;Lowlands Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Nectandra lanceolata Nees;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Nectandra lanceolata Nees;4;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Nectandra megapotamica (Spreng.) Mez;6;Montane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Nectandra megapotamica (Spreng.) Mez;16;Mixed Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Nectandra membranacea (Sw.) Griseb.;55;Montane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Nectandra membranacea (Sw.) Griseb.;6;Montane Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Nectandra oppositifolia Nees;1;Submontane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Nectandra oppositifolia Nees;10;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Nectandra oppositifolia Nees;1;Montane Seasonal Atlantic Forest 
Site12;-22.003611;-43.888333;Nectandra oppositifolia Nees & Mart.;13;0
Site9;-25.444167;-48.931667;Neomarica humilis (Klatt) Capellari Jr.;0;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Neoraputia alba (Nees & Mart.) Emmerich ex Kallunk;122;Submontane Seasonal Atlantic Forest
Site9;-25.444167;-48.931667;Nidularium campo-alegrensis Leme;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Nidularium innocentii Lem.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Nidularium procerum Lindm.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Noisettia orchidiflora (Rudge) Gingins;0;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Ocotea aciphylla (Nees & Mart.) Mez;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea aciphylla (Nees) Mez;12;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Ocotea bicolor Vattimo-Gil;2;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea bicolor Vattimo-Gil;2;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Ocotea bracteosa (Meisn.) Mez;5;Lowlands Seasonal Atlantic Forest 
Site4;-28.733333;-49.75;Ocotea catharinensis Mez;2;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Ocotea catharinensis Mez;2;Montane Cloud Atlantic Forest
Site1;-20.798333;-41.292778;Ocotea complicata (Meisn.) Mez;2;Submontane Seasonal Atlantic Forest
Site13;-21.999167;-43.890833;Ocotea complicata (Meisn.) Mez;4;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Ocotea complicata (Meisn.) Mez;2;Montane Cloud Atlantic Forest
Site2;-22.528333;-50.715556;Ocotea daphnifolia (Meisn.) Mez;1;Montane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea diospyrifolia (Meisn.) Mez;1;Montane Cloud Atlantic Forest
Site14;-21.976389;-43.878889;Ocotea diospyrifolia (Meisn.) Mez;1;Montane Cloud Atlantic Forest
Site2;-22.528333;-50.715556;Ocotea dispersa (Nees & Mart.) Mez;5;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Ocotea dispersa (Nees & Mart.) Mez;4;Montane Cloud Atlantic Forest
Site6;-19.616667;-43.4;Ocotea divaricata (Nees) Mez;10;Montane Seasonal Atlantic Forest 
Site1;-20.798333;-41.292778;Ocotea elegans Mez;11;Submontane Seasonal Atlantic Forest
Site11;-8.032611;-35.192125;Ocotea gardneri (Meisn.) Mez;3;Lowlands Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Ocotea glaziovii Mez;13;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea glaziovii Mez;1;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Ocotea glaziovii Mez;2;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Ocotea glomerata (Nees) Mez;29;Lowlands Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Ocotea indecora (Schott) Mez;4;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Ocotea indecora (Schott) Mez;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea lancifolia (Schott) Mez;20;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Ocotea lancifolia (Schott) Mez;0;High-montane Dense Ombrophilous Atlantic Forest
Site14;-21.976389;-43.878889;Ocotea laxa (Nees) Mez;2;Montane Cloud Atlantic Forest
Site16;-8.016667;-35.174167;Ocotea limae Vattimo-Gil;4;Lowlands Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Ocotea lobbii (Meisn.) Rohwer     ;31;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea minarum (Nees) Mez;2;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Ocotea minarum (Nees) Mez;1;Montane Cloud Atlantic Forest
Site3;-22.7222082;-42.628058;Ocotea odorifera (Vell.) Rohwer;3;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Ocotea odorifera (Vell.) Rohwer;5;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Ocotea odorifera (Vell.) Rohwer;15;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Ocotea pallida (Meisn.) Mez;5;Lowlands Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Ocotea puberula (Rich.) Nees;1;Submontane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Ocotea puberula (Rich.) Nees;5;Mixed Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Ocotea pulchella (Nees & Mart.) Mez;36;Mixed Ombrophilous Atlantic Forest
Site9;-25.444167;-48.931667;Olyra glaberrima Raddi;0;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Opuntia brasiliensis (Willd.) Haw.     ;19;Submontane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Oreopanax fulvum E. Marchand;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Oreopanax fulvum E. Marchand;7;Mixed Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Ormosia arborea (Vell.) Harms;1;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Ormosia fastigiata Tul.;1;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Ottonia martiana Miq.;0;Montane Dense Ombrophilous Atlantic Forest 
Site12;-22.003611;-43.888333;Ouratea parviflora (DC.) Baill;1;0
Site13;-21.999167;-43.890833;Ouratea parviflora (DC.) Baill;4;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Oxandra martiana (Schltdl.) R.E.Fr.;2;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Oxandra nitida R.E.Fr.;15;Submontane Seasonal Atlantic Forest
Site10;-20.673889;-40.393889;Oxandra nitida R.E.Fr.;52;Submontane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Pachira aquatica Aubl.;7;Lowlands Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Panicum ovuliferum Trin.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Panicum pilosum Sw.;0;Montane Dense Ombrophilous Atlantic Forest 
Site1;-20.798333;-41.292778;Parapiptadenia pterosperma (Benth.) Brenan;5;Submontane Seasonal Atlantic Forest
Site1;-20.798333;-41.292778;Paratecoma peroba (Record) Kuhlm.;8;Submontane Seasonal Atlantic Forest
Site16;-8.016667;-35.174167;Parkia pendula (Willd.) Benth. ex Walp.;22;Lowlands Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Parodiolyra micrantha (Kunth) Davidse e;0;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Pausandra morisiana (Casar.) Radlk.;17;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Paypayrola blanchetiana Tul.;8;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Paypayrola blanchetiana Tul.;3;Lowlands Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Pelexia hypnophila (Barb. Rodr.) Schltr.;0;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Pentacalia desiderabilis (Vell.) Cuatrec.;0;High-montane Dense Ombrophilous Atlantic Forest
Site10;-20.673889;-40.393889;Pera glabrata (Schott) Poepp. ex Baill.;3;Submontane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Pera glabrata (Schott) Poepp. ex Baill.;26;Submontane Dense Ombrophilous Atlantic Forest 
Site13;-21.999167;-43.890833;Pera glabrata (Schott) Poepp. ex Baill.;12;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Pera glabrata (Schott) Poepp. ex Baill.;5;Lowlands Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Pera heteranthera (Schrank) I.M.Johnst.;8;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Pereskia grandifolia Haw.;1;Montane Seasonal Atlantic Forest 
Site12;-22.003611;-43.888333;Peritassa flaviflora A.C.Sm.;5;0
Site3;-22.7222082;-42.628058;Persea americana Mill.;2;Submontane Dense Ombrophilous Atlantic Forest 
Site15;-27.816111;-50.324167;Persea major (Meisn.) L.E.Kopp;2;Mixed Ombrophilous Atlantic Forest
Site6;-19.616667;-43.4;Persea venosa Nees & Mart.;3;Montane Seasonal Atlantic Forest 
Site14;-21.976389;-43.878889;Persea willdenowii Kosterm.;1;Montane Cloud Atlantic Forest
Site9;-25.444167;-48.931667;Philodendron appendiculatum Nadruz e Mayo;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Philodendron loefgrenii Engl.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Philodendron ochrostemon Schott;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Phyllanthus glaziovii Müll. Arg.;0;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Phyllostemonodaphne geminiflora (Mez) Kosterm.;1;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Phyllostemonodaphne geminiflora (Mez) Kosterm.;45;Montane Cloud Atlantic Forest
Site4;-28.733333;-49.75;Phytolacca dioica L.;2;Montane Dense Ombrophilous Atlantic Forest 
Site8;-22.710833;-45.931667;Picramnia gardneri Planch.;0;High-montane Dense Ombrophilous Atlantic Forest
Site13;-21.999167;-43.890833;Picramnia glazioviana Engler      ;3;Montane Dense Ombrophilous Atlantic Forest 
Site10;-20.673889;-40.393889;Picramnia glazioviana Engler      ;4;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Picramnia ramiflora Planch.;6;Montane Seasonal Atlantic Forest 
Site9;-25.444167;-48.931667;Pilea artrogramma Miq.;0;Montane Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Pimenta pseudocaryophyllus (Gomes) Landrum;2;Montane Cloud Atlantic Forest
Site8;-22.710833;-45.931667;Pimenta pseudocaryophyllus (Gomes) Landrum;0;High-montane Dense Ombrophilous Atlantic Forest
Site9;-25.444167;-48.931667;Piper caldense C.DC.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Piper cernuum Vell.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Piper dilatatum Rich.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Piper gaudichaudianum Kunth;0;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Piptadenia gonoacantha (Mart.) J.F.Macbr.;1;Submontane Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Piptadenia gonoacantha (Mart.) J.F.Macbr.;3;Montane Seasonal Atlantic Forest 
Site8;-22.710833;-45.931667;Piptocarpha angustifolia Dusén ex Malme;0;High-montane Dense Ombrophilous Atlantic Forest
Site4;-28.733333;-49.75;Piptocarpha axillaris (Less.) Baker;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Piptocarpha macropoda (DC.) Baker;3;Montane Seasonal Atlantic Forest 
Site14;-21.976389;-43.878889;Piptocarpha macropoda (DC.) Baker;3;Montane Cloud Atlantic Forest
Site4;-28.733333;-49.75;Piptocarpha tomentosa Baker;2;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Pisonia zapallo Griseb.;12;Montane Dense Ombrophilous Atlantic Forest 
Site11;-8.032611;-35.192125;Plathymenia foliolosa Benth.;2;Lowlands Seasonal Atlantic Forest 
Site3;-22.7222082;-42.628058;Plathymenia reticulata Benth.;9;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Plathymenia reticulata Benth.;5;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Plathymenia reticulata Benth.;5;Montane Dense Ombrophilous Atlantic Forest 
Site16;-8.016667;-35.174167;Plathymenia reticulata Benth.;1;Lowlands Dense Ombrophilous Atlantic Forest 
Site5;-22.616667;-43.883333;Platypodium elegans Vogel;2;Montane Seasonal Atlantic Forest 
Site6;-19.616667;-43.4;Platypodium elegans Vogel;1;Montane Seasonal Atlantic Forest 
Site13;-21.999167;-43.890833;Platypodium elegans Vogel;1;Montane Dense Ombrophilous Atlantic Forest 
Site3;-22.7222082;-42.628058;Pleroma mutabilis (Vell.) Triana;3;Submontane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Pleurostachys gaudichaudii Brongn.;0;Montane Dense Ombrophilous Atlantic Forest 
Site9;-25.444167;-48.931667;Pleurostachys urvillei Brongn.;0;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Plinia cauliflora (Mart.) Kausel;2;Montane Seasonal Atlantic Forest 
Site10;-20.673889;-40.393889;Plinia rivularis (Cambess.) A.D. Rotman    ;13;Submontane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Plinia rivularis (Cambess.) A.D. Rotman    ;1;Montane Seasonal Atlantic Forest 
Site8;-22.710833;-45.931667;Podocarpus lambertii Klotzsch ex Endl.;0;High-montane Dense Ombrophilous Atlantic Forest
Site15;-27.816111;-50.324167;Podocarpus lambertii Klotzsch ex Endl.;139;Mixed Ombrophilous Atlantic Forest
Site16;-8.016667;-35.174167;Pogonophora schomburgkiana Miers ex Benth.;19;Lowlands Dense Ombrophilous Atlantic Forest 
Site14;-21.976389;-43.878889;Posoqueira latifolia (Rudge) Roem. & Schult.;9;Montane Cloud Atlantic Forest
Site13;-21.999167;-43.890833;Posoqueira latifolia (Rudge) Roem. & Schult.;16;Montane Dense Ombrophilous Atlantic Forest 
Site4;-28.733333;-49.75;Posoqueira latifolia (Rudge) Roem. & Schult.;8;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Posoqueira latifolia (Rudge) Roem. & Schult.;2;Montane Dense Ombrophilous Atlantic Forest 
Site6;-19.616667;-43.4;Pourouma guianensis Aubl.;2;Montane Seasonal Atlantic Forest 
Site7;-7.633333;-35.5;Pourouma guianensis Aubl.;19;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Pouteria bangii (Rusby) T.D.Penn.;2;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Pouteria bangii (Rusby) T.D.Penn.;44;Montane Dense Ombrophilous Atlantic Forest 
Site7;-7.633333;-35.5;Pouteria bangii (Rusby) T.D.Penn.;5;Montane Dense Ombrophilous Atlantic Forest 
Site2;-22.528333;-50.715556;Pouteria caimito (Ruiz & Pav.) Radlk.;1;Montane Dense Ombrophilous Atlantic Forest 
